id,title,url,date,description,personas,barriers,barrier_theme,tags,publisher,type,featured
digitalisation-construction-report-2023,Digitalisation in Construction Report 2023 (RICS),https://www.rics.org/profession-and-industry/policy-and-research/our-research/digitalisation-in-construction-report-2023,,"RICS’s annual report uses data from the Global Construction Monitor (Q4 2022) to benchmark digital adoption in construction. While digital tools are recognised as essential for addressing climate change and delivering social value, the report warns that adoption is stagnating and areas such as carbon measurement and ESG remain nascent. Survey respondents cite high cost and effort of change, shortage of skilled workers and lack of clear client demand as the top blockers to digitalisation. The report calls for collaboration between industry, government and academia, standardised data processes and investment in skills to overcome these systemic barriers and support net‑zero goals.",Business,skill-and-culture-gaps.technical-supply,skill-and-culture-gaps,construction digitalisation|sustainability|skills|blockers,RICS,report,
neso-digitalisation-strategy-action-plan-2025,NESO Digitalisation Strategy & Action Plan (DSAP) June 2025,https://www.nationalgrid.com/document/xxx,,"The National Energy System Operator’s June 2025 Digitalisation Strategy & Action Plan details how digitalisation underpins the UK’s transition to a net‑zero energy system. The foreword notes that by strengthening data sharing, embracing early AI adoption and collaborating with customers, NESO can create a more interconnected and efficient energy network. The strategy outlines six priorities – consumer value, clean power, decarbonised energy, customer centricity, digital mindset and people value – and commits to leveraging data and AI to plan and operate Great Britain’s electricity and gas networks. It positions NESO as a digital leader tasked with developing secure data‑sharing infrastructure and exploring AI and quantum computing to enhance operational efficiency.",Business,data-pooling-and-interoperability.privacy-and-ip-concerns,data-pooling-and-interoperability,energy digitalisation|data sharing|AI adoption|net‑zero,National Grid,guidance,
wef-ai-c-suite-toolkit-2022,Empowering AI Leadership: AI C‑Suite Toolkit,https://www.weforum.org/whitepapers/empowering-ai-leadership-ai-c-suite-toolkit/,,"The World Economic Forum’s AI C‑Suite Toolkit (Jan 2022) equips executives to navigate AI’s transformative potential and risks. The executive summary stresses that AI could add $15.7 trillion to global GDP by 2030 but introduces unprecedented risks including bias, malicious attacks and misinformation. The toolkit urges C‑suite leaders to align AI strategies with corporate goals, integrate AI with digital and data strategies, build a culture that nurtures AI talent and ensure responsible AI governance across design, development, deployment and monitoring. It is structured into modules covering AI basics, strategy, people and organisation, responsible AI, implementation and AI in sustainable development.",Business,skill-and-culture-gaps.technical-supply,skill-and-culture-gaps,AI strategy|C‑suite|responsible AI|risk management,World Economic Forum,report,
ey-ai-pulse-survey-2025,EY US AI Pulse Survey 2025: Why Agentic AI is a Revolution Stuck in an Evolution,https://www.ey.com/en_us/ai/ai-pulse-survey-2025,,"EY’s 2025 AI Pulse Survey explores enterprise perceptions of agentic AI. It finds that 97% of senior leaders whose organisations invest in AI report positive ROI across functions, yet only 14% have fully implemented agentic AI and 87% identify barriers such as cybersecurity and data‑privacy concerns. Fear of replacement also contributes to hesitancy, and investment is shifting towards building custom AI solutions in‑house. The survey notes that while spending on AI is rising and leaders anticipate transformative value, execution lags, highlighting the need for robust governance and alignment.",Business,data-pooling-and-interoperability.privacy-and-ip-concerns|risk-ethics-and-assurance.lack-of-structured-assurance-mechanisms|skill-and-culture-gaps.cultural-resistance|leadership-and-alignment.misaligned-metrics,data-pooling-and-interoperability|risk-ethics-and-assurance|skill-and-culture-gaps|leadership-and-alignment,agentic AI|enterprise survey|ROI|custom AI,EY,report,
deloitte-ai-transformation-2022,Fueling the AI Transformation: Four Key Actions Powering Widespread Value,https://www2.deloitte.com/us/en/insights/focus/cognitive-technologies/state-of-ai-and-intelligent-automation/ai-transformation.html,,"Deloitte’s 2022 ‘State of AI in the Enterprise’ report outlines four actions to unlock value from AI: (1) invest in culture and leadership – high‑performing organisations emphasise cross‑functional collaboration, workforce optimism and change management; (2) transform operations – redesign workflows and roles to manage risk and integrate AI ethically; (3) orchestrate technology and talent – acquire and develop AI talent while leveraging off‑the‑shelf platforms; and (4) select high‑value use cases that deliver near‑ and long‑term business value. The report notes that 94% of leaders view AI as critical over the next five years but many organisations remain underachievers despite increased deployment, underscoring the need for culture change and human‑machine collaboration.",Business,data-pooling-and-interoperability.privacy-and-ip-concerns|skill-and-culture-gaps.technical-supply,data-pooling-and-interoperability|skill-and-culture-gaps,AI transformation|culture|leadership|use cases,Deloitte,report,
genai-psychology-work-2025,GenAI and the psychology of work,https://pubmed.ncbi.nlm.nih.gov/40345947/,9/1/2025,"A review in Trends in Cognitive Sciences warns that generative AI tools can mimic cognitive, creative and interpersonal skills, challenging human–machine boundaries and reshaping the knowledge, task and social characteristics of work. The authors stress that while GenAI can improve productivity, it threatens workers’ needs for competence, autonomy and relatedness, leading to coping strategies and potential resistance. They call for human‑centred workplaces that balance GenAI’s benefits with psychological risks.",Business|Programme|Project,skill-and-culture-gaps.cultural-resistance|leadership-and-alignment.risk-appetite-and-trust|skill-and-culture-gaps.technical-supply,skill-and-culture-gaps|leadership-and-alignment,generative-ai|psychology|human-machine|worker-wellbeing|cognitive-skills,CBI,report,
generative-ai-framework-hmg-2024,Generative AI framework for HM Government,https://interoperable-europe.ec.europa.eu/collection/eugovtech/document/read-generative-ai-framework-hm-government,2/1/2024,"The UK government’s Central Digital and Data Office issued a generative‑AI framework built around ten principles: understanding what generative AI is and its limitations, using it lawfully and ethically, securing AI tools, maintaining meaningful human control, managing the AI lifecycle, picking the right tool for the job, being open and collaborative, engaging commercial colleagues early, building skills and expertise, and aligning with organisational policies and assurance. The framework explains that large language models only predict the next word and lack true understanding, so they can hallucinate, replicate bias and lack domain expertise, meaning organisations should put assurance in place and avoid high‑risk use cases.",Business|Programme|Project,risk-ethics-and-assurance.lack-of-structured-assurance-mechanisms,risk-ethics-and-assurance,generative-ai|government|principles|ethical-ai|public-sector,interoperable-europe.ec.europa.eu,guidance,
gleeds-ai-initiatives-2024,Gleeds AI initiatives (October 2024),file:///home/oai/share/Gleeds AI initiatives Oct 2024.pdf,10/1/2024,"Gleeds outlines several internal AI tools to streamline project services. A project‑execution‑plan assistant analyses best practice to standardise and improve project execution plans, while a bid‑writer AI produces high‑quality tender responses based on templates. Additional tools include a procurement report generator, a meeting‑minutes AI that combines Teams transcriptions with custom generative summarisation, and a compliance assistant that provides instant access to industry information. These initiatives aim to improve efficiency and free staff for higher‑value tasks.",Business|Programme|Project,digital-and-tech-constraints.legacy-systems-and-technical-debt|skill-and-culture-gaps.technical-supply,digital-and-tech-constraints|skill-and-culture-gaps,ai-tools|project-management|bidding|meeting-minutes|compliance,Gleeds,report,
google-cloud-ai-adoption-framework-2023,Google Cloud’s AI Adoption Framework,file:///home/oai/share/Google Cloud’s AI Adoption Framework.pdf,12/1/2023,"Google Cloud’s AI Adoption Framework organises AI readiness around four pillars – people, process, technology and data – and identifies six themes that organisations must address: Learn, Lead, Access, Scale, Secure and Automate. Each theme poses questions about training staff, securing executive sponsorship, enabling data sharing, scaling on cloud, protecting data and automating ML pipelines. The framework outlines three maturity phases (Tactical, Strategic, Transformational) that organisations progress through as they embed AI into core operations and governance.",Business|Programme|Project,data-pooling-and-interoperability.privacy-and-ip-concerns|leadership-and-alignment.misaligned-metrics|skill-and-culture-gaps.technical-supply,data-pooling-and-interoperability|leadership-and-alignment|skill-and-culture-gaps,ai-adoption|maturity-framework|training|cloud-scale|google-cloud,Google Cloud,guidance,
human-experience-ai-strategy-forrester-2025,Ground your workforce AI strategy in human experience,file:///home/oai/share/Ground Your Workforce AI Strategy In Human Experience _ Forrester_2025.pdf,9/1/2025,"Forrester urges organisations to centre AI strategy on human experience rather than technology alone. The report argues that AI augments rather than replaces employees, so workers need sufficient AI literacy and ethical awareness (AIQ) to use tools effectively. Underinvesting in people undermines AI initiatives; employee buy‑in is essential, misuse can lead to quality breakdowns and ethical lapses, and over‑reliance on AI risks cognitive laziness. Leaders should design human‑centric AI cultures, provide training, and avoid deploying AI without a human focus.",Business|Programme|Project,skill-and-culture-gaps.technical-supply|skill-and-culture-gaps.cultural-resistance|leadership-and-alignment.risk-appetite-and-trust,skill-and-culture-gaps|leadership-and-alignment,human-centric-ai|ai-literacy|employee-experience|ethical-ai|forrester,Forrester,guidance,
h2open-open-data-water-industry-2021,H2Open – Open data in the water industry: a case for change,https://www.ofwat.gov.uk/wp-content/uploads/2021/10/H2Open-open-data-in-the-water-industry-a-case-for-change.pdf,10/1/2021,"Ofwat’s H2Open discussion paper argues that the UK water sector must embrace open data to deliver greater value for customers, communities and the environment. The executive summary explains that open data can stimulate innovation, encourage new business models, improve decision‑making and transparency, and help address challenges such as climate change and changing customer demands. The paper calls for a strong data culture, improved collaboration and skills, and shared data infrastructure to unlock these benefits.",Business|Programme,leadership-and-alignment.risk-appetite-and-trust,leadership-and-alignment,open-data|water-sector|data-sharing|innovation|ofwat,UK Government,report,
ai-index-report-2025,Artificial Intelligence Index Report 2025,file:///home/oai/share/hai_ai_index_report_2025.pdf,4/1/2025,"The AI Index’s eighth edition highlights rapid progress and widespread adoption of AI. Top takeaways include sharp improvements on new benchmarks such as MMMU, GPQA and SWE‑bench, the embedding of AI in healthcare and transport (e.g., hundreds of FDA‑approved AI medical devices and autonomous rides), and record levels of private investment with the U.S. still leading in models while China closes the performance gap. The report notes accelerating corporate adoption, growing public optimism alongside trust concerns, and an uneven evolution of responsible AI practices.",Business|Programme,leadership-and-alignment.vision-without-business-case,leadership-and-alignment,ai-index|benchmarks|investment|adoption|responsible-ai,Stanford University,report,
cbi-genai-adoption-survey-2025,How strategy teams drive generative AI adoption (CBI survey),file:///home/oai/share/Here's how leading strategy teams are successfully driving generative AI adoption in their organizations_CBI_Jan 2025.pdf,1/1/2025,"CBI surveyed 50 senior strategy leaders and found generative AI is their top technology priority, yet only 32% have active deployments. The report shows that enabling secure enterprise AI and data management are top focus areas; security and regulatory concerns, competing internal priorities and resource constraints are the most common implementation challenges. Leading teams prioritise customer‑facing functions and use tiger‑team playbooks to focus efforts, with operations and finance following as the next frontier.",Business|Programme|Project,data-pooling-and-interoperability.privacy-and-ip-concerns|risk-ethics-and-assurance.lack-of-structured-assurance-mechanisms,data-pooling-and-interoperability|risk-ethics-and-assurance,generative-ai|survey|strategy|implementation|barriers,CB Insights,guidance,
fidic-ey-ai-infrastructure-2024,AI and the future of infrastructure (FIDIC & EY),file:///home/oai/share/How artificial intelligence can unlock a new future for infrastructure_FIDIC_EY_September 2024.pdf,9/1/2024,"FIDIC and EY argue that AI can help the infrastructure sector meet net‑zero, productivity and skills‑shortage challenges by optimising planning, design, construction and asset management. The report notes that AI adoption is fragmented and held back by siloed thinking; it calls for collaboration across sector players, investment in new business models, and attention to ethics, data privacy and cybersecurity to unlock AI’s potential. World leaders at the Global Leadership Forum identified labour shortages, asset optimisation and climate resilience as areas where AI could deliver significant value.",Business|Programme|Project,data-pooling-and-interoperability.privacy-and-ip-concerns|leadership-and-alignment.misaligned-metrics,data-pooling-and-interoperability|leadership-and-alignment,infrastructure|net-zero|collaboration|data-privacy|ai-in-construction,FIDIC & EY,report,
pwc-microsoft-ai-scale-playbook-2024,How to deploy AI at scale: PwC & Microsoft playbook,file:///home/oai/share/How to deploy AI at scale_PwC Microsoft.pdf,3/1/2024,"PwC and Microsoft’s playbook emphasises that cloud infrastructure and cybersecurity are foundational to enterprise AI. It advises organisations to define AI goals aligned with business strategy, assess AI maturity, and develop a clear roadmap; emphasises assessing and upgrading cloud infrastructure to support AI workloads; and advocates responsible AI practices through codes of conduct and robust governance. The report notes that 70% of CEOs believe GenAI will transform value creation but warns that organisations must build digital skills and secure infrastructure before scaling AI.",Business|Programme|Project,data-pooling-and-interoperability.privacy-and-ip-concerns|leadership-and-alignment.misaligned-metrics|risk-ethics-and-assurance.lack-of-structured-assurance-mechanisms,data-pooling-and-interoperability|leadership-and-alignment|risk-ethics-and-assurance,ai-scale|cloud|cybersecurity|roadmap|pwc,PwC & Microsoft,playbook,
how-to-test-and-evaluate-ai-cross-government-ai-testing-and-assurance-framework,How to Test and Evaluate AI? Cross-Government AI Testing and Assurance Framework,https://testing-ai-standards.github.io/cross-gov-ai-testing-framework/,9/1/2025,"This UK public-sector framework provides a shared, evaluation-driven approach for testing, evaluating and assuring AI systems across their lifecycle. It recognises that AI is probabilistic and autonomous, so it defines core quality attributes under safety & ethics, openness & trust, performance & resilience and user & context fit, and lays out testing principles such as context‑appropriate testing, data quality checks, autonomy and drift evaluation, risk‑based assurance, explainability, ethical risk tests, adversarial and robustness testing, safe failure, and building quality from the start",Business,risk-ethics-and-assurance.lack-of-structured-assurance-mechanisms|data-pooling-and-interoperability.privacy-and-ip-concerns|risk-ethics-and-assurance.insufficient-use-of-guidance,risk-ethics-and-assurance,ai-testing|ai-governance|public-sector|risk-and-assurance,testing-ai-standards.github.io,guidance,
ai-value-creators-beyond-the-generative-ai-user-mindset,AI Value Creators: Beyond the Generative AI User Mindset,https://www.oreilly.com/library/view/ai-value-creators/9781098168353/,4/1/2025,"This O’Reilly guide for business leaders argues that GenAI and agentic AI mark a new “Netscape moment” and urges companies to shift from adding AI to existing workflows (+AI) to an AI‑first (AI+) mindset. It introduces a rebooted AI Ladder emphasising robust information architectures, reimagining workflows with agents and automation, aligning budgets and use cases, and changing mental models so data collection, governance and AI are integrated across the organisation",Business,leadership-and-alignment.misaligned-metrics|data-pooling-and-interoperability.privacy-and-ip-concerns,leadership-and-alignment,ai-strategy|value-creation|leadership|generative-ai,O'Reilly Media,report,
how-industrialized-construction-is-building-tomorrow,How Industrialized Construction is building tomorrow,https://www.ifs.com/,9/1/2023,"This IFS report explains how industrialised construction moves work offsite into controlled environments using offsite, modular, prefabricated and platform‑based methods. It categorises industrialised construction approaches (e.g., volumetric modular, structural panelised, offsite components, additive manufacturing) and notes that standardised kits of components enable faster, cost‑efficient projects, improved quality and sustainability. Drivers include competition, labour shortages, government targets, poor delivery performance, low margins, quality, safety and sustainability; modular construction can cut project timelines by up to 50 % and costs by up to 20 %",Business,leadership-and-alignment.vision-without-business-case,digital-and-tech-constraints,industrialised-construction|modular|offsite|sustainability|digital-transformation,IFS,report,
ai-guardrails-mckinsey-explainers,AI guardrails (McKinsey Explainers),https://www.mckinsey.com/capabilities/quantumblack/our-insights/what-are-ai-guardrails,11/1/2024,"This McKinsey Explainer outlines why companies need AI guardrails to ensure large language models operate safely and in alignment with organisational standards. It describes benefits such as privacy, security, regulatory compliance and trust, then defines guardrail types (appropriateness, hallucination, regulatory compliance, alignment and validation). Guardrails are implemented using deterministic components – a checker, corrector, rail and guard – and organisations should design them with multidisciplinary teams, define content-quality metrics, adopt modular and dynamic approaches, align with regulations, and build new roles to oversee AI governance",Business,leadership-and-alignment.vision-without-business-case,risk-ethics-and-assurance,ai-guardrails|compliance|risk-management|responsible-ai,EY,article,
delivering-on-construction-productivity-is-no-longer-optional,Delivering on construction productivity is no longer optional,https://www.mckinsey.com/industries/operations/our-insights/delivering-on-construction-productivity-is-no-longer-optional,8/1/2024,"McKinsey’s 2024 paper warns that global construction spending could rise from $13 trillion in 2023 to $22 trillion in 2040, yet productivity has stagnated and labour shortages threaten to leave a $40 trillion output gap. Outside China, the industry must double growth rates to meet demand. The report highlights that economic labour productivity in construction grew just 0.4 % annually between 2000 and 2022 and even declined recently, arguing that without faster productivity growth the sector will impede net‑zero targets, housing and infrastructure goals",Business,skill-and-culture-gaps.technical-supply,skill-and-culture-gaps,construction-productivity|labour-shortage|net-zero|digital-transformation,EY,report,
the-agentic-organization-contours-of-the-next-paradigm-for-an-ai-era,The agentic organization: Contours of the next paradigm for an AI era,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-agentic-organization-contours-of-the-next-paradigm-for-an-ai-era,9/1/2025,"McKinsey’s 2025 article describes the emergence of the ‘agentic organisation’, where humans collaborate with virtual and physical AI agents across business functions to deliver value at near‑zero marginal cost. Early adopters are using agent squads for hyperpersonalised customer interactions, AI‑first workflows and real‑time decision‑making. The article outlines five pillars—business model, operating model, governance, workforce & culture, and technology & data—arguing that organisations must rewire operating models, build proprietary data, adopt flat agentic teams, embed guardrail agents and reskill staff to thrive in an AI‑first era",Business,leadership-and-alignment.vision-without-business-case,leadership-and-alignment,agentic-ai|operating-model|governance|workforce|business-model,EY,report,
mind-the-investment-gap-funding-and-delivering-capital-projects-amidst-fiscal-constraints,Mind the (Investment) gap: funding and delivering capital projects amidst fiscal constraints,https://www.ey.com/en_gl/infrastructure/how-to-close-the-infrastructure-investment-gap,9/1/2024,"EY’s 2024 report highlights that Western governments face a widening investment gap in capital projects due to decades‑high inflation, rising borrowing costs and expanding balance sheets. In the UK there is a £700 billion shortfall in funded programmes through 2040 and up to £1 trillion if cost overruns persist. The report proposes three solutions: significantly increase private funding via alternative revenue and delivery models, deliver more for less through integrated design to cut costs by 20–25 %, and unleash new technologies—especially AI—for accurate spend classification and cost and risk management, yielding 10 % productivity savings",Business,digital-and-tech-constraints.lack-of-apis,procurement-and-funding-hurdles,infrastructure|capital-projects|funding-gap|ai-for-cost-management|private-investment,EY,report,
how-people-use-chatgpt-nber-working-paper,How People Use ChatGPT: NBER Working Paper,https://www.nber.org/papers/w34255,9/1/2025,"This NBER working paper analyses anonymised usage data from ChatGPT’s consumer product between November 2022 and July 2025, when the chatbot had been adopted by about 10 % of the world’s adult population. The authors find that early adopters were disproportionately male but the gender gap has closed; growth is faster in lower‑income countries. Work‑related messages make up less than 30 % of usage, with ‘practical guidance’, ‘seeking information’ and ‘writing’ dominating; ChatGPT’s unique value is in generating digital outputs and providing decision support for knowledge‑intensive jobs",Business,leadership-and-alignment.misaligned-metrics,skill-and-culture-gaps,chatgpt|usage-patterns|digital-divide|decision-support,National Bureau of Economic Research (NBER),report,
transforming-construction-smarter-greener-together,"Transforming Construction: Smarter, greener, together",https://neccontract.com/,9/1/2025,"This 2025 NEC research report finds the built‑environment sector at a turning point, driven by climate change, digital technologies and a shift from adversarial to collaborative project delivery. Survey respondents express enthusiasm for digital adoption, sustainability and collaboration, but highlight that transformation requires the right contractual frameworks, training and leadership to embed collaboration and environmental responsibility across the supply chain. The report advocates moving to NEC collaborative contracting, investing in digital tools like BIM and digital twins, fostering a culture of trust and partnership, and ensuring sustainability and digitalisation become standard practice",Business,leadership-and-alignment.vision-without-business-case,leadership-and-alignment,construction|collaboration|sustainability|digital-transformation|contracts,neccontract.com,report,
identifying-and-scaling-ai-use-cases,Identifying and scaling AI use cases,https://openai.com/enterprise/aiguide/use-cases,4/1/2025,"This OpenAI guide helps organisations find and scale AI use cases that deliver business value. It outlines three steps: identify opportunities by understanding what AI excels at and targeting repetitive tasks, skill bottlenecks and ambiguous work; teach employees six use case ‘primitives’ and encourage hackathons and workshops to surface ideas; and collect and prioritise use cases based on value and feasibility before mapping workflows across departments. The guide stresses that leadership support, simple use cases and employee empowerment accelerate adoption and that AI frees people for higher‑value work",Business,data-pooling-and-interoperability.privacy-and-ip-concerns|skill-and-culture-gaps.technical-supply,leadership-and-alignment,ai-use-cases|adoption|leadership|workforce|productivity,OpenAI,report,
performance-review-of-digital-spend-enabling-strategic-investment-and-innovation,Performance Review of Digital Spend: Enabling Strategic Investment and Innovation,https://www.gov.uk/government/publications/performance-review-of-digital-spend-enabling-strategic-investment-and-innovation,3/1/2025,"This UK government review analyses how digital initiatives are funded and finds that current funding processes are overly complex, deprioritise service maintenance and lack outcome metrics or digital expertise. It recommends testing new funding mechanisms such as staged and portfolio-based models, upskilling departments with DDaT training and supplementary guidance, and developing robust outcome metrics and evaluation plans to enable strategic digital investment by 2027.",Business,digital-and-tech-constraints.legacy-systems-and-technical-debt|data-pooling-and-interoperability.privacy-and-ip-concerns,digital-and-tech-constraints|data-pooling-and-interoperability,digital-funding|innovation|government|maintenance|training,UK Government,report,
playbook-for-project-management-in-data-science-and-artificial-intelligence-projects,Playbook for Project Management in Data Science and Artificial Intelligence Projects,https://www.pmi.org/learning/library/playbook-data-science-ai-projects,11/1/2020,"This PMI playbook provides tailored project management guidance for data‑science and AI projects, noting that traditional methods are ineffective due to high experimentation, continuous model maintenance and heavy data preparation. It stresses the need for clear success metrics, cross‑functional teams and specialist training to address skills gaps, and highlights the importance of realistic ROI expectations and fit‑for‑purpose practices to improve project outcomes.",Business,skill-and-culture-gaps.technical-supply,skill-and-culture-gaps,project-management|data-science|AI|playbook|training,Project Management Institute,playbook,
leading-ai-transformation-organisational-strategies-for-project-professionals,Leading AI Transformation: Organisational Strategies for Project Professionals,https://www.pmi.org/learning/library/leading-ai-transformation-organisational-strategies,5/1/2025,"PMI’s 2025 guide positions AI transformation as an organisation‑wide evolution rather than a technology project. It urges PMOs to shift from taskmaster to strategic enabler, establishing governance frameworks, mapping AI capabilities and aligning performance metrics with business value. The guide highlights the need for cross‑functional change management and risk management for data privacy, bias and ethics.",Business,data-pooling-and-interoperability.privacy-and-ip-concerns|leadership-and-alignment.misaligned-metrics,data-pooling-and-interoperability|leadership-and-alignment,AI-transformation|project-management|strategy|governance|risk-management,Project Management Institute,report,
sustainability-in-the-age-of-ai-the-integration-imperative,Sustainability in the Age of AI: The Integration Imperative,https://www.pmi.org/learning/library/sustainability-age-of-ai-integration-imperative,3/1/2025,"This PMI report argues that integrating AI with sustainability strategies is essential to maximise CO₂ reduction and resource efficiency. Leaders using AI for sustainability cut emissions by 26% versus 3% for laggards, but success requires strong data foundations, leadership readiness and strategic prioritisation. The report warns that AI’s own environmental footprint must be managed and advocates a synergistic approach where early AI‑driven sustainability gains fuel further improvements.",Business,data-pooling-and-interoperability.privacy-and-ip-concerns,data-pooling-and-interoperability,sustainability|AI|emissions|integration|leadership,Project Management Institute,report,
realising-the-generative-ai-opportunity-embracing-change-to-create-business-value,Realising the Generative AI Opportunity: Embracing Change to Create Business Value,https://hbr.org/webinar/2025/realising-the-generative-ai-opportunity,5/1/2025,"Based on a 2025 survey of business leaders, this AWS‑sponsored HBR report finds that while 60% see generative AI as a priority, only 48% feel ready and 83% worry laggards will fall behind. The main barriers are ethical, legal, cybersecurity and customer impacts; respondents emphasise the need for risk management, improved data and technology infrastructure, clear guidelines and change management. The report encourages training and iterative feedback loops and cautions organisations against rushing into poorly suited AI solutions.",Business,data-pooling-and-interoperability.privacy-and-ip-concerns|risk-ethics-and-assurance.lack-of-structured-assurance-mechanisms,data-pooling-and-interoperability|risk-ethics-and-assurance,generative-ai|business-value|survey|risk-management|readiness,Harvard Business Review,report,
reclaiming-humanity-in-a-world-of-ai,Reclaiming Humanity in a World of AI,https://agency4d.com/research/reclaiming-humanity-in-a-world-of-ai,9/1/2025,"Agency4D’s 2025 paper warns that AI‑driven automation and performance monitoring are eroding trust and human connection in workplaces. It reports that nearly half of employees feel less trusted and fear their jobs will be obsolete, and that reduced spontaneous interaction leads to isolation and disengagement. The authors advocate human‑centric design, branded environments and mentorship to foster belonging, enhance engagement and balance AI efficiency with emotional intelligence.",Business,skill-and-culture-gaps.cultural-resistance,skill-and-culture-gaps,human-centric-design|workplace-culture|AI|trust|employee-experience,Agency4D,report,
reconfiguring-work-change-management-in-the-age-of-generative-ai,Reconfiguring Work: Change Management in the Age of Generative AI,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/reconfiguring-work-change-management-in-the-age-of-generative-ai,8/1/2025,"This McKinsey article outlines a framework for leading change in the generative‑AI era. It urges leaders to craft a “North Star” focused on outcomes rather than tools, build trust via data governance and oversight, reimagine workflows by embedding AI and empowering employees, and provide training and support to manage uneven adoption. Success depends on mobilising employees to co‑create AI products rather than simply deploying technology.",Business,leadership-and-alignment.vision-without-business-case,leadership-and-alignment,change-management|generative-ai|workflows|employee-training|governance,EY,report,
response-to-consultation-on-the-responsible-use-of-ai-professional-standard,Response to Consultation on the Responsible Use of AI Professional Standard,https://www.rics.org/standards/responsible-use-of-ai-consultation-response,9/1/2025,"This report summarises feedback on RICS’s draft professional standard for the responsible use of AI in surveying. Respondents strongly supported the standard but called for clearer definitions of “material impact”, practical tools for record‑keeping and risk registers, and more guidance and training. It notes a particular need to support small firms and emphasises upskilling and practical guidance alongside the high‑level standard.",Business,risk-ethics-and-assurance.insufficient-use-of-guidance|skill-and-culture-gaps.technical-supply,risk-ethics-and-assurance|skill-and-culture-gaps,RICS|consultation|professional-standard|responsible-AI|surveying,RICS,guidance,
responsible-use-of-artificial-intelligence-in-surveying-practice,Responsible Use of Artificial Intelligence in Surveying Practice,https://www.rics.org/content/dam/ricsglobal/documents/standards/Responsible-use-of-artificial-intelligence-in-surveying-practice_September-2025.pdf,9/1/2025,"This RICS global professional standard effective March 2026 provides a framework for responsible AI use in surveying. It sets out baseline knowledge requirements, practice management rules, data and system governance, procurement due diligence, risk management and record‑keeping, outputs and assurance, explainability and ongoing development. The standard emphasises documenting AI systems that materially impact service delivery, maintaining risk registers, applying professional scepticism and balancing AI’s potential with public interest.",Business,risk-ethics-and-assurance.fragmented-governance-and-unclear-accountability,risk-ethics-and-assurance,professional-standard|responsible-AI|surveying|governance|RICS,RICS,report,
rics-artificial-intelligence-in-construction-report-2025,RICS Artificial Intelligence in Construction Report 2025,https://www.rics.org/insights/artificial-intelligence-in-construction-report-2025,9/1/2025,"This 2025 RICS survey finds that AI adoption in construction remains limited—45% of organisations report no AI use, 34% are piloting and less than 1% have fully embedded AI. Major barriers include a lack of skilled personnel (46%), integration with existing systems, poor data quality, high implementation costs, unclear ROI and a lack of standards and guidance. Participants believe AI could improve progress monitoring, scheduling, resource optimisation and design optioneering, but emphasise the need for skills training, guidance and clear investment strategies.",Business,skill-and-culture-gaps.technical-supply|digital-and-tech-constraints.legacy-systems-and-technical-debt,skill-and-culture-gaps|digital-and-tech-constraints,construction|AI-adoption|survey|skills|standards,RICS,report,
securing-ai-key-risks-threats-and-countermeasures-for-enterprise-resilience,"Securing AI: Key Risks, Threats and Countermeasures for Enterprise Resilience",https://www.boozallen.com/insights/ai/securing-ai-key-risks-threats-countermeasures-report.html,12/1/2024,"Booz Allen’s 2024 report highlights that AI’s ubiquity creates new vulnerabilities and that organisations lack professionals who understand AI security. The distributed, non‑deterministic nature of AI models makes anomaly detection and traditional security controls less effective. The report urges enterprises to create central AI security teams, adopt cross‑functional governance and design multi‑layered defences to manage threats such as prompt injection, shadow AI and adversarial attacks.",Business,data-pooling-and-interoperability.privacy-and-ip-concerns|risk-ethics-and-assurance.lack-of-structured-assurance-mechanisms|skill-and-culture-gaps.technical-supply,data-pooling-and-interoperability|risk-ethics-and-assurance|skill-and-culture-gaps,AI-security|risk-management|cybersecurity|governance|skills-gap,Booz Allen Hamilton,report,
teal-book-chapter-24-information-and-data-management-government-project-delivery,Teal Book Chapter 24: Information and Data Management – Government Project Delivery,https://projectdelivery.gov.uk/teal-book/home/part-e-planning-and-control/chapter-24-information-and-data-management,7/1/2024,"This chapter of the UK government’s Teal Book explains that effective information and data management ensures reliable, secure and timely data for planning and decision‑making. It calls for managing information in line with principles of transparency, accountability and fairness, assigning ownership of information assets, and paying special attention to data protection and cyber security. The guidance defines information and data management as the oversight of people, processes and technology supporting creation, use and disposal of information and stresses that chief data officers and portfolio leaders are accountable for governance and compliance.",Business,data-pooling-and-interoperability.incompatible-data-formats,data-pooling-and-interoperability,information-management|data-governance|project-delivery|government|Teal-Book,UK Government,book,
ten-red-flags-signalling-your-analytics-program-will-fail,Ten Red Flags Signalling Your Analytics Program Will Fail,https://www.mckinsey.com/capabilities/quantumblack/our-insights/ten-red-flags-signaling-your-analytics-program-will-fail,1/1/2018,"This McKinsey/QuantumBlack article warns that many analytics initiatives stall because executives lack a clear vision for advanced analytics, fail to determine the value of initial use cases, and pursue pilots without an overall strategy. Other red flags include poorly defined roles and responsibilities, the absence of analytics “translators” to bridge business and technical teams, and the isolation of analytics capabilities from the core business. The authors recommend executive education, careful use‑case prioritisation, defined roles and translator training, and embedding analytics into operations to scale value.",Business,data-pooling-and-interoperability.privacy-and-ip-concerns|skill-and-culture-gaps.technical-supply,data-pooling-and-interoperability|skill-and-culture-gaps,analytics|failure-signals|strategy|talent|scaling,EY,report,
